instancia, otimo, media_solucao, melhor_solucao, media_tempo, gap
bayg29, 1610, 3300.65, 1867.0, 0.00419, 15.96273
bays29, 2020, 4587.5, 3094.0, 0.00289, 53.16832
berlin52, 7542, 19879.1, 10517.0, 0.01407, 39.44577
bier127, 118282, 398824.5, 173588.0, 0.15996, 46.75775
brazil58, 25395, 78513.55, 36059.0, 0.02332, 41.99252
ch130, 6110, 28842.55, 11310.0, 0.22446, 85.10638
ch150, 6528, 33779.9, 14000.0, 0.19063, 114.46078
swiss42, 1273, 3201.9, 1733.0, 0.00776, 36.13511
